M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Temperature,Dew Point,Humidity,Wind Speed,Wind,Pressure,IntCondition,Year,Month,Day,datum,Ro6Classification,N02BEClassification,M01ABClassification,M01AEClassification,N02BAClassification,N05BClassification,R03Classification
2,2,1,22,6,1,0,2,83.9090909090909,72.63636363636364,69.63636363636364,9.954545454545457,249.77272727272728,29.54272727272728,5.7727272727272725,2018,8,28,2018-08-28,0,0,0,0,0,0,0
6,2,1,28,10,1,5,3,84.52173913043478,70.69565217391305,63.47826086956522,11.0,253.4782608695652,29.58304347826087,6.391304347826087,2018,8,29,2018-08-29,1,1,1,0,0,1,1
2,2,2,38,6,0,2,1,82.9,71.2,67.7,14.85,253.3,29.555,6.1,2018,8,30,2018-08-30,0,1,0,0,0,0,0
4,3,0,15,11,1,20,4,81.47826086956522,72.21739130434783,73.6086956521739,13.91304347826087,246.7391304347826,29.54,6.304347826086956,2018,8,31,2018-08-31,1,0,0,0,0,1,1
2,0,2,19,6,1,1,2,82.41666666666667,71.95833333333333,71.66666666666667,10.333333333333334,232.83333333333331,29.565,8.0,2018,9,1,2018-09-01,0,0,0,0,0,0,0
6,5,3,20,5,0,5,2,82.16666666666667,71.375,70.16666666666667,11.5,247.75,29.56,6.583333333333333,2018,9,2,2018-09-02,0,0,1,1,0,0,1
1,1,2,27,12,0,0,4,82.70833333333333,71.08333333333333,68.25,11.708333333333334,249.66666666666663,29.5725,5.791666666666667,2018,9,3,2018-09-03,1,1,0,0,0,1,0
3,0,1,20,6,0,3,2,82.17391304347827,69.56521739130434,66.21739130434783,14.304347826086955,248.6086956521739,29.62217391304348,5.391304347826087,2018,9,4,2018-09-04,0,0,0,0,0,0,0
5,3,1,28,11,0,3,2,82.65217391304348,68.69565217391305,63.47826086956522,14.608695652173912,251.69565217391303,29.611739130434785,5.130434782608695,2018,9,5,2018-09-05,0,1,1,0,0,1,0
7,3,3,18,13,0,5,0,82.79166666666667,68.41666666666667,62.333333333333336,14.041666666666666,247.70833333333331,29.58375,5.125,2018,9,6,2018-09-06,0,0,1,0,0,1,1
2,1,4,42,6,0,22,7,81.95833333333333,69.0,65.375,10.791666666666666,241.08333333333331,29.59625,4.75,2018,9,7,2018-09-07,1,1,0,0,1,0,1
9,1,6,29,12,0,9,1,82.19047619047619,71.0952380952381,69.14285714285714,10.095238095238097,240.23809523809524,29.61,5.238095238095238,2018,9,8,2018-09-08,0,1,1,0,1,1,1
4,5,0,50,2,0,0,5,83.9090909090909,71.27272727272727,66.0909090909091,11.045454545454543,241.63636363636363,29.628636363636364,5.409090909090909,2018,9,9,2018-09-09,1,1,0,1,0,0,0
7,2,2,49,14,3,1,2,83.70833333333333,70.95833333333333,66.33333333333333,12.791666666666666,249.625,29.715,4.5,2018,9,10,2018-09-10,0,1,1,0,0,1,0
9,2,3,45,15,0,6,4,82.73913043478261,71.52173913043478,69.43478260869566,12.956521739130435,254.6086956521739,29.731739130434782,5.608695652173913,2018,9,11,2018-09-11,1,1,1,0,0,1,1
4,3,2,35,18,0,5,0,82.125,71.45833333333333,70.33333333333333,14.958333333333334,246.83333333333331,29.65875,6.083333333333333,2018,9,12,2018-09-12,0,1,0,0,0,1,1
3,3,1,20,5,2,12,2,82.25,70.83333333333333,68.875,11.416666666666666,256.1666666666667,29.59625,5.666666666666667,2018,9,13,2018-09-13,0,0,0,0,0,0,1
8,4,4,53,7,0,1,2,82.43478260869566,72.43478260869566,72.26086956521739,10.956521739130435,233.0,29.62608695652174,5.521739130434782,2018,9,14,2018-09-14,0,1,1,1,1,0,0
6,2,4,19,6,0,10,4,83.29166666666667,71.29166666666667,68.04166666666667,9.291666666666666,250.5,29.6925,5.916666666666667,2018,9,15,2018-09-15,1,0,1,0,1,0,1
3,0,3,24,6,1,7,3,83.66666666666667,70.45833333333333,65.375,9.166666666666666,242.16666666666663,29.7,5.041666666666667,2018,9,16,2018-09-16,1,0,0,0,0,0,1
3,2,3,44,10,1,5,0,83.52173913043478,68.6086956521739,62.17391304347826,10.695652173913045,253.56521739130437,29.68478260869565,3.347826086956522,2018,9,17,2018-09-17,0,1,0,0,0,1,1
4,3,4,20,6,0,1,5,82.75,69.91666666666667,65.70833333333333,10.458333333333334,251.5,29.69875,4.375,2018,9,18,2018-09-18,1,0,0,0,1,0,0
6,2,2,26,10,0,9,7,82.625,70.16666666666667,66.41666666666667,10.125,240.25,29.695,4.791666666666667,2018,9,19,2018-09-19,1,0,1,0,0,1,1
2,3,2,24,13,1,0,5,82.29166666666667,70.16666666666667,67.29166666666667,9.833333333333334,244.95833333333331,29.6675,3.333333333333333,2018,9,20,2018-09-20,1,0,0,0,0,1,0
4,5,1,33,10,0,1,3,84.125,70.875,65.16666666666667,7.125,245.875,29.67,3.083333333333333,2018,9,21,2018-09-21,1,1,0,1,0,1,0
6,3,1,32,6,1,23,3,87.79166666666667,67.25,56.41666666666666,8.375,261.7916666666667,29.65375,3.2916666666666665,2018,9,22,2018-09-22,1,1,1,0,0,0,1
7,9,3,42,9,0,8,5,85.70833333333333,71.66666666666667,64.20833333333333,6.333333333333333,183.95833333333331,29.69,3.208333333333333,2018,9,23,2018-09-23,1,1,1,1,0,1,1
7,4,5,54,7,0,9,2,83.8695652173913,73.04347826086956,71.65217391304348,8.608695652173912,232.95652173913044,29.705652173913045,5.086956521739131,2018,9,24,2018-09-24,0,1,1,1,1,0,1
6,4,3,54,11,0,22,2,84.04166666666667,73.16666666666667,71.625,15.166666666666666,241.20833333333331,29.71,5.0,2018,9,25,2018-09-25,0,1,1,1,0,1,1
3,10,6,41,9,1,0,3,83.25,71.95833333333333,70.375,10.25,251.45833333333331,29.7025,2.5,2018,9,26,2018-09-26,1,1,0,1,1,1,0
4,5,5,19,11,0,7,3,83.91666666666667,72.66666666666667,70.04166666666667,9.208333333333334,247.75,28.474166666666665,3.7083333333333335,2018,9,27,2018-09-27,1,0,0,1,1,1,1
2,4,4,41,3,0,5,3,84.41666666666667,72.29166666666667,64.04166666666667,9.541666666666666,247.66666666666663,29.73875,3.6666666666666665,2018,9,28,2018-09-28,1,1,0,1,1,0,1
3,5,2,57,4,0,21,1,84.29166666666667,72.83333333333333,70.04166666666667,9.708333333333334,249.45833333333331,29.76125,2.625,2018,9,29,2018-09-29,0,1,0,1,0,0,1
10,1,1,49,8,1,3,3,84.6086956521739,71.04347826086956,65.82608695652173,8.782608695652174,250.56521739130437,29.748695652173915,3.130434782608696,2018,9,30,2018-09-30,1,1,1,0,0,0,0
3,4,1,53,10,0,21,3,84.375,72.625,69.25,8.041666666666666,251.41666666666663,29.72375,2.333333333333333,2018,10,1,2018-10-01,1,1,0,1,0,1,1
6,3,3,19,7,0,6,0,84.0,72.29166666666667,70.20833333333333,7.833333333333333,240.16666666666663,29.74125,4.125,2018,10,2,2018-10-02,0,0,1,0,0,0,1
6,3,3,35,12,2,5,4,83.65217391304348,72.73913043478261,71.47826086956522,8.652173913043478,239.91304347826087,29.717391304347824,5.652173913043479,2018,10,3,2018-10-03,1,1,1,0,0,1,1
6,2,2,32,12,1,5,0,82.875,72.5,72.41666666666667,7.583333333333333,241.16666666666663,29.73,6.75,2018,10,4,2018-10-04,0,1,1,0,0,1,1
4,3,1,23,7,0,14,1,83.625,66.375,62.375,3.9166666666666665,167.08333333333334,29.773750000000003,5.291666666666667,2018,10,5,2018-10-05,0,0,0,0,0,0,1
2,5,3,59,4,0,3,0,86.08333333333333,55.04166666666666,45.208333333333336,5.0,138.95833333333334,29.78625,4.25,2018,10,6,2018-10-06,0,1,0,1,0,0,0
2,7,2,42,8,0,9,1,86.91304347826087,58.43478260869565,41.65217391304348,5.695652173913044,237.8695652173913,29.753913043478263,2.9130434782608696,2018,10,7,2018-10-07,0,1,0,1,0,0,1
4,2,3,30,18,5,0,3,85.45833333333333,66.58333333333333,55.375,7.5,238.29166666666663,29.7075,3.5416666666666665,2018,10,8,2018-10-08,1,1,0,0,0,1,0
2,1,1,30,18,0,29,1,89.29166666666667,60.91666666666666,46.375,7.416666666666667,209.16666666666663,29.7,7.208333333333333,2018,10,9,2018-10-09,0,1,0,0,0,1,1
9,7,4,38,13,0,20,2,85.65217391304348,57.82608695652174,41.0,3.1739130434782608,59.73913043478261,29.73434782608696,8.08695652173913,2018,10,10,2018-10-10,0,1,1,1,1,1,1
2,2,2,31,15,0,0,1,83.875,60.208333333333336,46.958333333333336,2.625,71.33333333333333,29.7225,6.958333333333333,2018,10,11,2018-10-11,0,1,0,0,0,1,0
6,4,1,26,6,0,1,6,85.95833333333333,50.29166666666666,35.375,4.5,54.5,29.78625,5.666666666666667,2018,10,12,2018-10-12,1,0,1,1,0,0,0
6,4,3,29,8,0,6,3,84.91666666666667,49.083333333333336,30.25,5.625,166.08333333333334,29.825833333333332,8.0,2018,10,13,2018-10-13,1,1,1,1,0,0,1
2,5,6,51,9,2,0,6,84.0,63.91666666666666,53.0,8.75,252.29166666666663,29.81,6.041666666666667,2018,10,14,2018-10-14,1,1,0,1,1,1,0
7,0,3,48,12,0,5,6,88.63636363636364,61.27272727272727,47.63636363636363,5.045454545454546,164.8181818181818,29.78681818181818,5.090909090909091,2018,10,15,2018-10-15,1,1,1,0,0,1,1
5,4,2,21,5,3,1,0,87.08695652173913,61.43478260869565,47.56521739130435,3.260869565217391,127.34782608695652,29.799565217391304,5.217391304347826,2018,10,16,2018-10-16,0,0,1,1,0,0,0
2,6,4,52,5,0,1,4,84.3913043478261,69.30434782608695,63.43478260869565,4.652173913043479,123.43478260869566,29.785217391304347,4.652173913043479,2018,10,17,2018-10-17,1,1,0,1,1,0,0
4,3,1,14,9,1,10,5,84.25,58.875,48.875,4.375,94.83333333333331,29.773750000000003,6.958333333333333,2018,10,18,2018-10-18,1,0,0,0,0,1,1
4,1,0,11,5,2,6,4,85.45833333333333,46.16666666666666,30.625,6.875,107.0,29.81125,3.0416666666666665,2018,10,19,2018-10-19,1,0,0,0,0,0,1
2,2,2,33,9,0,34,5,83.95833333333333,51.833333333333336,37.29166666666666,6.125,120.20833333333331,29.86791666666667,5.083333333333333,2018,10,20,2018-10-20,1,1,0,0,0,1,1
6,8,1,54,4,3,5,1,82.65217391304348,56.60869565217392,47.391304347826086,2.8260869565217392,104.78260869565216,29.898260869565217,3.782608695652174,2018,10,21,2018-10-21,0,1,1,1,0,0,1
2,6,3,19,8,0,28,1,82.91666666666667,58.625,49.04166666666666,4.125,128.5,29.8625,5.041666666666667,2018,10,22,2018-10-22,0,0,0,1,0,0,1
2,2,0,45,9,1,11,3,83.5,66.29166666666667,58.958333333333336,9.291666666666666,260.75,29.825,3.0,2018,10,23,2018-10-23,1,1,0,0,0,1,1
4,1,5,37,7,0,10,1,82.79166666666667,71.79166666666667,69.75,7.333333333333333,256.125,29.8175,4.375,2018,10,24,2018-10-24,0,1,0,0,1,0,1
5,5,3,52,12,0,33,3,81.5,69.375,68.625,4.583333333333333,161.33333333333334,29.85,4.708333333333333,2018,10,25,2018-10-25,1,1,1,1,0,1,1
4,4,4,44,14,1,14,1,82.45833333333333,65.375,59.875,2.958333333333333,127.625,29.912916666666664,5.208333333333333,2018,10,26,2018-10-26,0,1,0,1,1,1,1
8,2,2,50,12,1,7,2,82.625,60.16666666666666,54.5,5.458333333333333,187.70833333333331,29.9175,3.333333333333333,2018,10,27,2018-10-27,0,1,1,0,0,1,1
5,5,1,54,9,3,13,3,84.04166666666667,49.708333333333336,40.583333333333336,5.208333333333333,151.91666666666666,29.91,6.291666666666667,2018,10,28,2018-10-28,1,1,1,1,0,1,1
4,2,2,32,5,0,10,3,83.25,47.29166666666666,32.166666666666664,5.75,207.25,29.88083333333333,2.75,2018,10,29,2018-10-29,1,1,0,0,0,0,1
9,4,1,18,7,0,13,1,83.75,52.875,36.0,4.875,231.79166666666663,29.84583333333333,3.458333333333333,2018,10,30,2018-10-30,0,0,1,1,0,0,1
2,4,3,34,7,0,2,2,82.45833333333333,53.083333333333336,43.833333333333336,3.125,95.70833333333331,29.86958333333333,4.416666666666667,2018,10,31,2018-10-31,0,1,0,1,0,0,0
8,0,3,25,6,3,7,0,81.82608695652173,44.52173913043478,31.47826086956522,5.434782608695652,106.82608695652172,29.848695652173912,4.956521739130435,2018,11,1,2018-11-01,0,0,1,0,0,0,1
5,2,0,33,8,0,1,3,81.625,46.04166666666666,32.833333333333336,3.9166666666666665,96.70833333333331,29.8225,3.7916666666666665,2018,11,2,2018-11-02,1,1,1,0,0,0,0
3,2,6,46,2,0,0,2,80.25,42.41666666666666,29.125,4.541666666666667,80.70833333333333,29.832083333333333,3.625,2018,11,3,2018-11-03,0,1,0,0,1,0,0
14,4,0,52,7,0,13,1,80.58333333333333,34.75,20.541666666666668,9.958333333333334,35.875,29.86791666666667,4.583333333333333,2018,11,4,2018-11-04,0,1,1,1,0,0,1
6,2,6,29,14,0,13,2,78.66666666666667,34.583333333333336,22.666666666666668,5.125,38.708333333333336,29.875,2.1666666666666665,2018,11,5,2018-11-05,0,1,1,0,1,1,1
3,6,10,37,8,0,13,3,77.41666666666667,32.416666666666664,22.041666666666668,6.958333333333333,44.25,29.911666666666665,4.875,2018,11,6,2018-11-06,1,1,0,1,1,0,1
7,1,3,38,15,3,8,0,77.04166666666667,40.083333333333336,28.95833333333333,6.75,164.25,29.891666666666666,5.958333333333333,2018,11,7,2018-11-07,0,1,1,0,0,1,1
3,1,6,38,5,0,16,2,76.33333333333333,60.333333333333336,58.91666666666666,4.5,137.875,29.84208333333333,4.25,2018,11,8,2018-11-08,0,1,0,0,1,0,1
5,1,5,34,7,1,22,0,77.0,64.95652173913044,68.82608695652173,4.434782608695652,110.7391304347826,29.829565217391306,6.739130434782608,2018,11,9,2018-11-09,0,1,1,0,1,0,1
4,1,2,35,7,1,11,1,79.16666666666667,67.91666666666667,70.20833333333333,3.583333333333333,125.79166666666669,29.8425,9.583333333333334,2018,11,10,2018-11-10,0,1,0,0,0,0,1
11,4,2,33,14,0,10,1,79.375,69.33333333333333,73.125,4.208333333333333,179.20833333333334,29.855833333333333,6.625,2018,11,11,2018-11-11,0,1,1,1,0,1,1
2,2,6,35,15,2,24,1,79.5,69.58333333333333,72.41666666666667,5.0,170.79166666666666,29.8375,7.291666666666667,2018,11,12,2018-11-12,0,1,0,0,1,1,1
6,5,6,28,18,0,18,3,80.20833333333333,70.5,72.5,4.041666666666667,122.0,29.75,8.375,2018,11,13,2018-11-13,1,1,1,1,1,1,1
5,4,3,28,9,0,0,0,79.45833333333333,53.0,48.04166666666666,6.5,34.916666666666664,29.78125,7.791666666666667,2018,11,14,2018-11-14,0,1,1,1,0,1,0
2,4,2,50,3,2,29,0,78.30434782608695,39.82608695652174,27.43478260869565,6.0,42.30434782608695,29.909130434782607,7.304347826086956,2018,11,15,2018-11-15,0,1,0,1,0,0,1
8,2,4,22,6,0,6,0,77.82608695652173,44.69565217391305,33.82608695652174,4.782608695652174,119.43478260869566,29.91130434782609,5.0,2018,11,16,2018-11-16,0,0,1,0,1,0,1
8,2,1,39,5,0,13,2,82.56521739130434,55.17391304347826,47.47826086956522,5.478260869565218,202.65217391304347,29.794347826086955,6.304347826086956,2018,11,17,2018-11-17,0,1,1,0,0,0,1
4,5,5,33,7,1,10,1,79.58333333333333,61.458333333333336,56.29166666666666,2.2916666666666665,58.16666666666666,29.775,6.166666666666667,2018,11,18,2018-11-18,0,1,0,1,1,0,1
5,2,1,47,6,3,2,0,80.95652173913044,52.56521739130435,46.95652173913044,5.956521739130435,42.26086956521739,29.858260869565218,4.434782608695652,2018,11,19,2018-11-19,0,1,1,0,0,0,0
5,3,4,31,4,1,10,3,79.41666666666667,42.375,28.75,11.083333333333334,42.41666666666666,29.935,6.5,2018,11,20,2018-11-20,1,1,1,0,1,0,1
7,2,3,22,5,0,5,1,78.375,39.29166666666666,26.0,6.041666666666667,124.79166666666669,29.921666666666667,7.708333333333333,2018,11,21,2018-11-21,0,0,1,0,0,0,1
8,6,3,22,9,0,15,2,78.70833333333333,40.625,29.791666666666668,5.0,187.70833333333331,29.91333333333333,4.833333333333333,2018,11,22,2018-11-22,0,0,1,1,0,1,1
6,4,3,30,13,1,24,3,77.20833333333333,39.79166666666666,27.875,9.541666666666666,30.125,30.007500000000004,6.666666666666667,2018,11,23,2018-11-23,1,1,1,1,0,1,1
3,5,5,26,10,0,6,0,76.68181818181819,44.86363636363637,34.63636363636363,4.863636363636363,100.36363636363636,30.00318181818182,6.090909090909091,2018,11,24,2018-11-24,0,0,0,1,1,1,1
5,3,3,19,6,1,3,2,75.33333333333333,58.04166666666666,56.0,3.7083333333333335,126.75,29.93166666666667,5.125,2018,11,25,2018-11-25,0,0,1,0,0,0,0
5,2,2,36,15,1,16,3,76.20833333333333,64.33333333333333,70.0,3.125,67.58333333333333,29.89583333333333,8.958333333333334,2018,11,26,2018-11-26,1,1,1,0,0,1,1
8,4,2,35,2,0,5,1,76.86363636363636,58.5,57.54545454545455,2.5,67.63636363636364,29.90090909090909,7.909090909090909,2018,11,27,2018-11-27,0,1,1,1,0,0,1
3,5,1,24,15,2,8,4,73.33333333333333,45.458333333333336,39.125,4.666666666666667,38.583333333333336,29.93625,4.916666666666667,2018,11,28,2018-11-28,1,0,0,1,0,1,1
4,4,1,22,7,0,1,3,76.5,43.25,33.75,11.0,54.583333333333336,29.9825,7.041666666666667,2018,11,29,2018-11-29,1,0,0,1,0,0,0
1,1,1,19,3,0,0,2,75.0909090909091,44.18181818181818,34.77272727272727,4.727272727272728,64.68181818181819,30.007272727272724,7.681818181818182,2018,11,30,2018-11-30,0,0,0,0,0,0,0
7,9,2,41,7,3,13,2,74.17391304347827,51.04347826086956,46.78260869565217,4.913043478260869,107.7391304347826,29.90304347826087,5.913043478260869,2018,12,1,2018-12-01,0,1,1,1,0,0,1
2,5,10,66,6,0,27,8,73.47826086956522,57.82608695652174,61.0,3.8260869565217392,107.78260869565216,29.813913043478266,6.304347826086956,2018,12,2,2018-12-02,1,1,0,1,1,0,1
6,4,2,44,13,0,13,1,73.5,51.083333333333336,49.958333333333336,5.583333333333333,51.75,29.86625,5.458333333333333,2018,12,3,2018-12-03,0,1,1,1,0,1,1
2,3,3,32,11,0,5,3,73.16666666666667,39.04166666666666,32.416666666666664,7.958333333333333,63.16666666666666,29.92125,4.791666666666667,2018,12,4,2018-12-04,1,1,0,0,0,1,1
5,3,3,40,11,0,15,2,71.1304347826087,43.52173913043478,38.52173913043478,5.826086956521739,146.0,29.882608695652173,5.869565217391305,2018,12,5,2018-12-05,0,1,1,0,0,1,1
0,0,0,0,0,0,0,0,72.3913043478261,56.08695652173913,58.21739130434783,3.9565217391304346,95.04347826086956,29.811304347826084,6.3478260869565215,2018,12,6,2018-12-06,0,0,0,0,0,0,0
5,3,3,46,13,0,6,3,73.4090909090909,49.59090909090909,45.72727272727273,4.727272727272728,95.3181818181818,29.863636363636363,5.2727272727272725,2018,12,7,2018-12-07,1,1,1,0,0,1,1
0,0,0,0,0,0,0,0,72.16666666666667,57.5,60.66666666666666,4.916666666666667,130.41666666666666,29.87875,6.291666666666667,2018,12,8,2018-12-08,0,0,0,0,0,0,0
4,6,4,57,9,0,11,0,72.34782608695652,62.869565217391305,73.08695652173913,4.521739130434782,106.78260869565216,29.850869565217398,11.521739130434783,2018,12,9,2018-12-09,0,1,0,1,1,1,1
4,4,1,22,12,1,7,1,74.91304347826087,59.26086956521739,62.26086956521739,4.304347826086956,160.6086956521739,29.803478260869564,7.260869565217392,2018,12,10,2018-12-10,0,0,0,1,0,1,1
4,4,8,28,12,3,2,6,71.16666666666667,52.125,53.66666666666666,8.291666666666666,55.54166666666666,28.63,8.375,2018,12,11,2018-12-11,1,1,0,1,1,1,0
4,2,3,37,11,0,21,0,69.21739130434783,49.130434782608695,50.04347826086956,8.347826086956522,68.6086956521739,29.977391304347822,8.08695652173913,2018,12,12,2018-12-12,0,1,0,0,0,1,1
3,2,3,48,6,0,6,0,67.125,39.208333333333336,39.583333333333336,8.458333333333334,54.54166666666666,30.065416666666668,4.791666666666667,2018,12,13,2018-12-13,0,1,0,0,0,0,1
2,2,0,23,2,1,29,1,65.0,35.958333333333336,37.29166666666666,9.916666666666666,56.5,30.12,2.5,2018,12,14,2018-12-14,0,0,0,0,0,0,1
4,2,3,62,5,0,26,2,65.41666666666667,36.833333333333336,37.083333333333336,15.291666666666666,37.875,30.11125,2.5,2018,12,15,2018-12-15,0,1,0,0,0,0,1
1,3,0,27,3,0,7,1,64.78260869565217,35.95652173913044,37.65217391304348,14.521739130434783,31.608695652173918,30.105217391304347,6.217391304347826,2018,12,16,2018-12-16,0,1,0,0,0,0,1
6,2,5,53,6,1,22,2,65.21739130434783,28.30434782608696,27.347826086956523,10.91304347826087,45.21739130434783,30.080434782608695,3.1739130434782608,2018,12,17,2018-12-17,0,1,1,0,1,0,1
0,2,1,35,12,3,9,2,63.5,27.83333333333333,28.875,7.791666666666667,141.83333333333334,30.045,5.958333333333333,2018,12,18,2018-12-18,0,1,0,0,0,1,1
0,0,0,0,0,0,0,0,62.95454545454545,43.40909090909091,49.90909090909091,4.0,130.04545454545453,29.963636363636365,5.363636363636363,2018,12,19,2018-12-19,0,0,0,0,0,0,0
6,1,1,17,12,3,1,0,63.869565217391305,34.65217391304348,40.52173913043478,4.652173913043479,37.30434782608695,29.97478260869565,4.173913043478261,2018,12,20,2018-12-20,0,0,1,0,0,1,0
2,1,0,35,12,1,13,1,64.0,29.916666666666668,29.83333333333333,4.625,32.958333333333336,29.955,5.375,2018,12,21,2018-12-21,0,1,0,0,0,1,1
8,3,5,43,3,1,0,0,65.04545454545455,32.0,33.31818181818182,5.045454545454546,81.0,29.90954545454545,6.590909090909091,2018,12,22,2018-12-22,0,1,1,0,1,0,0
12,5,2,47,8,0,13,4,64.375,34.125,34.958333333333336,4.541666666666667,61.16666666666666,29.93375,6.666666666666667,2018,12,23,2018-12-23,1,1,1,1,0,0,1
9,3,1,32,20,0,8,0,66.3913043478261,33.73913043478261,31.565217391304348,11.565217391304348,35.52173913043478,29.98130434782609,7.086956521739131,2018,12,24,2018-12-24,0,1,1,0,0,1,1
8,5,5,42,9,3,21,2,64.54166666666667,37.91666666666666,39.375,3.9166666666666665,90.25,29.97375,5.958333333333333,2018,12,25,2018-12-25,0,1,1,1,1,1,1
1,0,2,50,8,1,13,2,69.625,44.208333333333336,46.708333333333336,5.583333333333333,169.83333333333334,29.9275,4.666666666666667,2018,12,26,2018-12-26,0,1,0,0,0,0,1
3,2,3,40,8,0,7,0,66.82608695652173,37.30434782608695,38.78260869565217,4.695652173913044,108.69565217391305,29.964347826086957,3.260869565217391,2018,12,27,2018-12-27,0,1,0,0,0,0,1
11,5,1,56,11,6,9,0,65.70833333333333,29.83333333333333,29.875,4.5,61.083333333333336,29.95875,4.5,2018,12,28,2018-12-28,0,1,1,1,0,1,1
3,4,0,54,3,0,7,1,64.63636363636364,41.54545454545455,44.31818181818182,3.272727272727273,82.9090909090909,29.974545454545456,2.909090909090909,2018,12,29,2018-12-29,0,1,0,1,0,0,1
5,6,5,59,6,0,31,3,65.41666666666667,41.75,47.16666666666666,4.5,94.875,30.025,4.166666666666667,2018,12,30,2018-12-30,1,1,1,1,1,0,1
8,5,5,45,10,0,6,4,66.33333333333333,35.416666666666664,36.208333333333336,7.291666666666667,52.833333333333336,30.0625,5.083333333333333,2018,12,31,2018-12-31,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,68.04761904761905,48.90476190476191,52.333333333333336,6.238095238095238,125.47619047619048,30.03,6.095238095238095,2019,1,1,2019-01-01,0,0,0,0,0,0,0
5,4,4,36,4,0,9,2,70.5,50.833333333333336,56.91666666666666,3.9583333333333335,51.708333333333336,30.02625,8.166666666666666,2019,1,2,2019-01-02,0,1,1,1,1,0,1
4,5,6,42,6,0,9,0,69.875,43.91666666666666,41.375,3.7083333333333335,47.083333333333336,30.06375,6.75,2019,1,3,2019-01-03,0,1,0,1,1,0,1
6,3,3,49,10,0,0,1,68.26086956521739,50.34782608695652,53.82608695652174,4.956521739130435,119.56521739130434,29.99695652173913,8.08695652173913,2019,1,4,2019-01-04,0,1,1,0,0,1,0
8,3,3,63,10,0,30,1,70.875,56.708333333333336,63.16666666666666,4.375,121.08333333333331,29.93541666666667,10.208333333333334,2019,1,5,2019-01-05,0,1,1,0,0,1,1
8,9,1,47,11,2,0,3,65.95652173913044,36.04347826086956,35.26086956521739,10.695652173913045,45.26086956521739,30.034782608695654,4.956521739130435,2019,1,6,2019-01-06,1,1,1,1,0,1,0
0,0,0,0,0,0,0,0,62.66666666666666,34.333333333333336,37.04166666666666,7.75,49.125,30.04125,4.5,2019,1,7,2019-01-07,0,0,0,0,0,0,0
4,3,0,41,6,0,10,2,63.625,39.79166666666666,42.708333333333336,4.208333333333333,76.08333333333333,30.005,6.541666666666667,2019,1,8,2019-01-08,0,1,0,0,0,0,1
3,1,2,65,16,0,6,1,62.130434782608695,41.73913043478261,45.17391304347826,5.3478260869565215,76.52173913043478,29.987826086956524,6.3478260869565215,2019,1,9,2019-01-09,0,1,0,0,0,1,1
8,3,5,40,12,2,13,1,67.82608695652173,53.30434782608695,60.08695652173913,6.434782608695652,110.69565217391305,29.910869565217396,7.173913043478261,2019,1,10,2019-01-10,0,1,1,0,1,1,1
5,7,3,62,12,0,6,0,72.17391304347827,52.21739130434783,53.47826086956522,9.26086956521739,111.8695652173913,29.89695652173913,9.652173913043478,2019,1,11,2019-01-11,0,1,1,1,0,1,1
7,7,5,74,21,0,10,0,68.91304347826087,45.43478260869565,43.78260869565217,4.391304347826087,44.130434782608695,29.918260869565216,8.0,2019,1,12,2019-01-12,0,1,1,1,1,1,1
8,5,2,62,4,1,1,2,66.45454545454545,43.45454545454545,44.59090909090909,10.454545454545457,43.18181818181818,30.01681818181818,7.909090909090909,2019,1,13,2019-01-13,0,1,1,1,0,0,0
9,8,3,47,10,0,18,0,65.04347826086956,41.21739130434783,44.08695652173913,15.391304347826088,52.95652173913044,30.08304347826087,5.434782608695652,2019,1,14,2019-01-14,0,1,1,1,0,1,1
4,3,3,30,9,0,19,1,66.08695652173913,39.95652173913044,39.91304347826087,4.956521739130435,124.47826086956522,28.698695652173917,7.391304347826087,2019,1,15,2019-01-15,0,1,0,0,0,1,1
7,4,6,49,12,0,17,5,71.17391304347827,58.34782608695652,65.8695652173913,4.652173913043479,137.08695652173913,29.90869565217391,7.478260869565218,2019,1,16,2019-01-16,1,1,1,1,1,1,1
5,3,3,56,10,3,8,1,70.91666666666667,40.5,35.708333333333336,13.041666666666666,75.29166666666667,29.93625,8.375,2019,1,17,2019-01-17,0,1,1,0,0,1,1
6,6,4,27,13,0,24,2,69.08333333333333,40.375,37.458333333333336,5.458333333333333,134.29166666666666,29.922916666666666,8.0,2019,1,18,2019-01-18,0,1,1,1,1,1,1
7,8,5,70,9,0,1,3,67.56521739130434,48.78260869565217,52.869565217391305,3.0869565217391304,48.08695652173913,29.92043478260869,8.08695652173913,2019,1,19,2019-01-19,1,1,1,1,1,1,0
11,13,2,92,6,0,34,1,68.125,51.04166666666666,54.708333333333336,5.833333333333333,118.29166666666669,29.907083333333333,9.25,2019,1,20,2019-01-20,0,1,1,1,0,0,1
4,5,0,67,11,0,31,0,63.43478260869565,56.21739130434783,78.04347826086956,7.086956521739131,51.04347826086956,29.854347826086958,11.956521739130435,2019,1,21,2019-01-21,0,1,0,1,0,1,1
7,7,1,75,13,1,7,0,62.125,41.79166666666666,57.5,2.1666666666666665,92.0,29.86208333333333,11.708333333333334,2019,1,22,2019-01-22,0,1,1,1,0,1,1
3,8,7,58,4,0,23,2,61.41666666666666,40.083333333333336,49.04166666666666,7.958333333333333,53.66666666666666,29.9575,3.083333333333333,2019,1,23,2019-01-23,0,1,0,1,1,0,1
