,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Temperature,Dew Point,Humidity,Wind Speed,Wind,Pressure,IntCondition,Year,Month,Day,date,Date,Event
1747,7,0,3,48,12,0,5,6,88.63636364,61.27272727,47.63636364,5.045454545,164.8181818,29.78681818,5.090909091,2018,10,15,10/15/2018,2018-10-15,0
1748,5,4,2,21,5,3,1,0,87.08695652,61.43478261,47.56521739,3.260869565,127.3478261,29.79956522,5.217391304,2018,10,16,10/16/2018,2018-10-16,0
1749,2,6,4,52,5,0,1,4,84.39130435,69.30434783,63.43478261,4.652173913,123.4347826,29.78521739,4.652173913,2018,10,17,10/17/2018,2018-10-17,0
1750,4,3,1,14,9,1,10,5,84.25,58.875,48.875,4.375,94.83333333,29.77375,6.958333333,2018,10,18,10/18/2018,2018-10-18,0
1751,4,1,0,11,5,2,6,4,85.45833333,46.16666667,30.625,6.875,107.0,29.81125,3.041666667,2018,10,19,10/19/2018,2018-10-19,0
1752,2,2,2,33,9,0,34,5,83.95833333,51.83333333,37.29166667,6.125,120.2083333,29.86791667,5.083333333,2018,10,20,10/20/2018,2018-10-20,0
1753,6,8,1,54,4,3,5,1,82.65217391,56.60869565,47.39130435,2.826086957,104.7826087,29.89826087,3.782608696,2018,10,21,10/21/2018,2018-10-21,0
1754,2,6,3,19,8,0,28,1,82.91666667,58.625,49.04166667,4.125,128.5,29.8625,5.041666667,2018,10,22,10/22/2018,2018-10-22,0
1755,2,2,0,45,9,1,11,3,83.5,66.29166667,58.95833333,9.291666667,260.75,29.825,3.0,2018,10,23,10/23/2018,2018-10-23,0
1756,4,1,5,37,7,0,10,1,82.79166667,71.79166667,69.75,7.333333333,256.125,29.8175,4.375,2018,10,24,10/24/2018,2018-10-24,0
1757,5,5,3,52,12,0,33,3,81.5,69.375,68.625,4.583333333,161.3333333,29.85,4.708333333,2018,10,25,10/25/2018,2018-10-25,0
1758,4,4,4,44,14,1,14,1,82.45833333,65.375,59.875,2.958333333,127.625,29.91291667,5.208333333,2018,10,26,10/26/2018,2018-10-26,0
1759,8,2,2,50,12,1,7,2,82.625,60.16666667,54.5,5.458333333,187.7083333,29.9175,3.333333333,2018,10,27,10/27/2018,2018-10-27,0
1760,5,5,1,54,9,3,13,3,84.04166667,49.70833333,40.58333333,5.208333333,151.9166667,29.91,6.291666667,2018,10,28,10/28/2018,2018-10-28,0
1761,4,2,2,32,5,0,10,3,83.25,47.29166667,32.16666667,5.75,207.25,29.88083333,2.75,2018,10,29,10/29/2018,2018-10-29,0
1762,9,4,1,18,7,0,13,1,83.75,52.875,36.0,4.875,231.7916667,29.84583333,3.458333333,2018,10,30,10/30/2018,2018-10-30,0
1763,2,4,3,34,7,0,2,2,82.45833333,53.08333333,43.83333333,3.125,95.70833333,29.86958333,4.416666667,2018,10,31,10/31/2018,2018-10-31,0
1764,8,0,3,25,6,3,7,0,81.82608696,44.52173913,31.47826087,5.434782609,106.826087,29.84869565,4.956521739,2018,11,1,11/1/2018,2018-11-01,0
1765,5,2,0,33,8,0,1,3,81.625,46.04166667,32.83333333,3.916666667,96.70833333,29.8225,3.791666667,2018,11,2,11/2/2018,2018-11-02,0
1766,3,2,6,46,2,0,0,2,80.25,42.41666667,29.125,4.541666667,80.70833333,29.83208333,3.625,2018,11,3,11/3/2018,2018-11-03,0
1767,14,4,0,52,7,0,13,1,80.58333333,34.75,20.54166667,9.958333333,35.875,29.86791667,4.583333333,2018,11,4,11/4/2018,2018-11-04,0
1768,6,2,6,29,14,0,13,2,78.66666667,34.58333333,22.66666667,5.125,38.70833333,29.875,2.166666667,2018,11,5,11/5/2018,2018-11-05,0
1769,3,6,10,37,8,0,13,3,77.41666667,32.41666667,22.04166667,6.958333333,44.25,29.91166667,4.875,2018,11,6,11/6/2018,2018-11-06,0
1770,7,1,3,38,15,3,8,0,77.04166667,40.08333333,28.95833333,6.75,164.25,29.89166667,5.958333333,2018,11,7,11/7/2018,2018-11-07,0
1771,3,1,6,38,5,0,16,2,76.33333333,60.33333333,58.91666667,4.5,137.875,29.84208333,4.25,2018,11,8,11/8/2018,2018-11-08,0
1772,5,1,5,34,7,1,22,0,77.0,64.95652174,68.82608696,4.434782609,110.7391304,29.82956522,6.739130435,2018,11,9,11/9/2018,2018-11-09,0
1773,4,1,2,35,7,1,11,1,79.16666667,67.91666667,70.20833333,3.583333333,125.7916667,29.8425,9.583333333,2018,11,10,11/10/2018,2018-11-10,0
1774,11,4,2,33,14,0,10,1,79.375,69.33333333,73.125,4.208333333,179.2083333,29.85583333,6.625,2018,11,11,11/11/2018,2018-11-11,0
1775,2,2,6,35,15,2,24,1,79.5,69.58333333,72.41666667,5.0,170.7916667,29.8375,7.291666667,2018,11,12,11/12/2018,2018-11-12,0
1776,6,5,6,28,18,0,18,3,80.20833333,70.5,72.5,4.041666667,122.0,29.75,8.375,2018,11,13,11/13/2018,2018-11-13,0
1777,5,4,3,28,9,0,0,0,79.45833333,53.0,48.04166667,6.5,34.91666667,29.78125,7.791666667,2018,11,14,11/14/2018,2018-11-14,0
1778,2,4,2,50,3,2,29,0,78.30434783,39.82608696,27.43478261,6.0,42.30434783,29.90913043,7.304347826,2018,11,15,11/15/2018,2018-11-15,0
1779,8,2,4,22,6,0,6,0,77.82608696,44.69565217,33.82608696,4.782608696,119.4347826,29.91130435,5.0,2018,11,16,11/16/2018,2018-11-16,0
1780,8,2,1,39,5,0,13,2,82.56521739,55.17391304,47.47826087,5.47826087,202.6521739,29.79434783,6.304347826,2018,11,17,11/17/2018,2018-11-17,0
1781,4,5,5,33,7,1,10,1,79.58333333,61.45833333,56.29166667,2.291666667,58.16666667,29.775,6.166666667,2018,11,18,11/18/2018,2018-11-18,0
1782,5,2,1,47,6,3,2,0,80.95652174,52.56521739,46.95652174,5.956521739,42.26086957,29.85826087,4.434782609,2018,11,19,11/19/2018,2018-11-19,0
1783,5,3,4,31,4,1,10,3,79.41666667,42.375,28.75,11.08333333,42.41666667,29.935,6.5,2018,11,20,11/20/2018,2018-11-20,0
1784,7,2,3,22,5,0,5,1,78.375,39.29166667,26.0,6.041666667,124.7916667,29.92166667,7.708333333,2018,11,21,11/21/2018,2018-11-21,1
1785,8,6,3,22,9,0,15,2,78.70833333,40.625,29.79166667,5.0,187.7083333,29.91333333,4.833333333,2018,11,22,11/22/2018,2018-11-22,0
1786,6,4,3,30,13,1,24,3,77.20833333,39.79166667,27.875,9.541666667,30.125,30.0075,6.666666667,2018,11,23,11/23/2018,2018-11-23,0
1787,3,5,5,26,10,0,6,0,76.68181818,44.86363636,34.63636364,4.863636364,100.3636364,30.00318182,6.090909091,2018,11,24,11/24/2018,2018-11-24,0
1788,5,3,3,19,6,1,3,2,75.33333333,58.04166667,56.0,3.708333333,126.75,29.93166667,5.125,2018,11,25,11/25/2018,2018-11-25,0
1789,5,2,2,36,15,1,16,3,76.20833333,64.33333333,70.0,3.125,67.58333333,29.89583333,8.958333333,2018,11,26,11/26/2018,2018-11-26,0
1790,8,4,2,35,2,0,5,1,76.86363636,58.5,57.54545455,2.5,67.63636364,29.90090909,7.909090909,2018,11,27,11/27/2018,2018-11-27,0
1791,3,5,1,24,15,2,8,4,73.33333333,45.45833333,39.125,4.666666667,38.58333333,29.93625,4.916666667,2018,11,28,11/28/2018,2018-11-28,0
1792,4,4,1,22,7,0,1,3,76.5,43.25,33.75,11.0,54.58333333,29.9825,7.041666667,2018,11,29,11/29/2018,2018-11-29,0
1793,1,1,1,19,3,0,0,2,75.09090909,44.18181818,34.77272727,4.727272727,64.68181818,30.00727273,7.681818182,2018,11,30,11/30/2018,2018-11-30,0
1794,7,9,2,41,7,3,13,2,74.17391304,51.04347826,46.7826087,4.913043478,107.7391304,29.90304348,5.913043478,2018,12,1,12/1/2018,2018-12-01,0
1795,2,5,10,66,6,0,27,8,73.47826087,57.82608696,61.0,3.826086957,107.7826087,29.81391304,6.304347826,2018,12,2,12/2/2018,2018-12-02,0
1796,6,4,2,44,13,0,13,1,73.5,51.08333333,49.95833333,5.583333333,51.75,29.86625,5.458333333,2018,12,3,12/3/2018,2018-12-03,0
1797,2,3,3,32,11,0,5,3,73.16666667,39.04166667,32.41666667,7.958333333,63.16666667,29.92125,4.791666667,2018,12,4,12/4/2018,2018-12-04,0
1798,5,3,3,40,11,0,15,2,71.13043478,43.52173913,38.52173913,5.826086957,146.0,29.8826087,5.869565217,2018,12,5,12/5/2018,2018-12-05,0
1799,0,0,0,0,0,0,0,0,72.39130435,56.08695652,58.2173913,3.956521739,95.04347826,29.81130435,6.347826087,2018,12,6,12/6/2018,2018-12-06,0
1800,5,3,3,46,13,0,6,3,73.40909091,49.59090909,45.72727273,4.727272727,95.31818182,29.86363636,5.272727273,2018,12,7,12/7/2018,2018-12-07,0
1801,0,0,0,0,0,0,0,0,72.16666667,57.5,60.66666667,4.916666667,130.4166667,29.87875,6.291666667,2018,12,8,12/8/2018,2018-12-08,0
1802,4,6,4,57,9,0,11,0,72.34782609,62.86956522,73.08695652,4.52173913,106.7826087,29.85086957,11.52173913,2018,12,9,12/9/2018,2018-12-09,0
1803,4,4,1,22,12,1,7,1,74.91304348,59.26086957,62.26086957,4.304347826,160.6086957,29.80347826,7.260869565,2018,12,10,12/10/2018,2018-12-10,0
1804,4,4,8,28,12,3,2,6,71.16666667,52.125,53.66666667,8.291666667,55.54166667,28.63,8.375,2018,12,11,12/11/2018,2018-12-11,0
1805,4,2,3,37,11,0,21,0,69.2173913,49.13043478,50.04347826,8.347826087,68.60869565,29.9773913,8.086956522,2018,12,12,12/12/2018,2018-12-12,0
1806,3,2,3,48,6,0,6,0,67.125,39.20833333,39.58333333,8.458333333,54.54166667,30.06541667,4.791666667,2018,12,13,12/13/2018,2018-12-13,0
1807,2,2,0,23,2,1,29,1,65.0,35.95833333,37.29166667,9.916666667,56.5,30.12,2.5,2018,12,14,12/14/2018,2018-12-14,0
1808,4,2,3,62,5,0,26,2,65.41666667,36.83333333,37.08333333,15.29166667,37.875,30.11125,2.5,2018,12,15,12/15/2018,2018-12-15,0
1809,1,3,0,27,3,0,7,1,64.7826087,35.95652174,37.65217391,14.52173913,31.60869565,30.10521739,6.217391304,2018,12,16,12/16/2018,2018-12-16,0
1810,6,2,5,53,6,1,22,2,65.2173913,28.30434783,27.34782609,10.91304348,45.2173913,30.08043478,3.173913043,2018,12,17,12/17/2018,2018-12-17,0
1811,0,2,1,35,12,3,9,2,63.5,27.83333333,28.875,7.791666667,141.8333333,30.045,5.958333333,2018,12,18,12/18/2018,2018-12-18,0
1812,0,0,0,0,0,0,0,0,62.95454545,43.40909091,49.90909091,4.0,130.0454545,29.96363636,5.363636364,2018,12,19,12/19/2018,2018-12-19,0
1813,6,1,1,17,12,3,1,0,63.86956522,34.65217391,40.52173913,4.652173913,37.30434783,29.97478261,4.173913043,2018,12,20,12/20/2018,2018-12-20,0
1814,2,1,0,35,12,1,13,1,64.0,29.91666667,29.83333333,4.625,32.95833333,29.955,5.375,2018,12,21,12/21/2018,2018-12-21,0
1815,8,3,5,43,3,1,0,0,65.04545455,32.0,33.31818182,5.045454545,81.0,29.90954545,6.590909091,2018,12,22,12/22/2018,2018-12-22,0
1816,12,5,2,47,8,0,13,4,64.375,34.125,34.95833333,4.541666667,61.16666667,29.93375,6.666666667,2018,12,23,12/23/2018,2018-12-23,0
1817,9,3,1,32,20,0,8,0,66.39130435,33.73913043,31.56521739,11.56521739,35.52173913,29.98130435,7.086956522,2018,12,24,12/24/2018,2018-12-24,0
1818,8,5,5,42,9,3,21,2,64.54166667,37.91666667,39.375,3.916666667,90.25,29.97375,5.958333333,2018,12,25,12/25/2018,2018-12-25,1
1819,1,0,2,50,8,1,13,2,69.625,44.20833333,46.70833333,5.583333333,169.8333333,29.9275,4.666666667,2018,12,26,12/26/2018,2018-12-26,0
1820,3,2,3,40,8,0,7,0,66.82608696,37.30434783,38.7826087,4.695652174,108.6956522,29.96434783,3.260869565,2018,12,27,12/27/2018,2018-12-27,0
1821,11,5,1,56,11,6,9,0,65.70833333,29.83333333,29.875,4.5,61.08333333,29.95875,4.5,2018,12,28,12/28/2018,2018-12-28,0
1822,3,4,0,54,3,0,7,1,64.63636364,41.54545455,44.31818182,3.272727273,82.90909091,29.97454545,2.909090909,2018,12,29,12/29/2018,2018-12-29,0
1823,5,6,5,59,6,0,31,3,65.41666667,41.75,47.16666667,4.5,94.875,30.025,4.166666667,2018,12,30,12/30/2018,2018-12-30,0
1824,8,5,5,45,10,0,6,4,66.33333333,35.41666667,36.20833333,7.291666667,52.83333333,30.0625,5.083333333,2018,12,31,12/31/2018,2018-12-31,0
1825,0,0,0,0,0,0,0,0,68.04761905,48.9047619,52.33333333,6.238095238,125.4761905,30.03,6.095238095,2019,1,1,1/1/2019,2019-01-01,0
1826,5,4,4,36,4,0,9,2,70.5,50.83333333,56.91666667,3.958333333,51.70833333,30.02625,8.166666667,2019,1,2,1/2/2019,2019-01-02,0
1827,4,5,6,42,6,0,9,0,69.875,43.91666667,41.375,3.708333333,47.08333333,30.06375,6.75,2019,1,3,1/3/2019,2019-01-03,0
1828,6,3,3,49,10,0,0,1,68.26086957,50.34782609,53.82608696,4.956521739,119.5652174,29.99695652,8.086956522,2019,1,4,1/4/2019,2019-01-04,0
1829,8,3,3,63,10,0,30,1,70.875,56.70833333,63.16666667,4.375,121.0833333,29.93541667,10.20833333,2019,1,5,1/5/2019,2019-01-05,0
1830,8,9,1,47,11,2,0,3,65.95652174,36.04347826,35.26086957,10.69565217,45.26086957,30.03478261,4.956521739,2019,1,6,1/6/2019,2019-01-06,0
1831,0,0,0,0,0,0,0,0,62.66666667,34.33333333,37.04166667,7.75,49.125,30.04125,4.5,2019,1,7,1/7/2019,2019-01-07,0
1832,4,3,0,41,6,0,10,2,63.625,39.79166667,42.70833333,4.208333333,76.08333333,30.005,6.541666667,2019,1,8,1/8/2019,2019-01-08,0
1833,3,1,2,65,16,0,6,1,62.13043478,41.73913043,45.17391304,5.347826087,76.52173913,29.98782609,6.347826087,2019,1,9,1/9/2019,2019-01-09,0
1834,8,3,5,40,12,2,13,1,67.82608696,53.30434783,60.08695652,6.434782609,110.6956522,29.91086957,7.173913043,2019,1,10,1/10/2019,2019-01-10,0
1835,5,7,3,62,12,0,6,0,72.17391304,52.2173913,53.47826087,9.260869565,111.8695652,29.89695652,9.652173913,2019,1,11,1/11/2019,2019-01-11,0
1836,7,7,5,74,21,0,10,0,68.91304348,45.43478261,43.7826087,4.391304348,44.13043478,29.91826087,8.0,2019,1,12,1/12/2019,2019-01-12,0
1837,8,5,2,62,4,1,1,2,66.45454545,43.45454545,44.59090909,10.45454545,43.18181818,30.01681818,7.909090909,2019,1,13,1/13/2019,2019-01-13,0
1838,9,8,3,47,10,0,18,0,65.04347826,41.2173913,44.08695652,15.39130435,52.95652174,30.08304348,5.434782609,2019,1,14,1/14/2019,2019-01-14,0
1839,4,3,3,30,9,0,19,1,66.08695652,39.95652174,39.91304348,4.956521739,124.4782609,28.69869565,7.391304348,2019,1,15,1/15/2019,2019-01-15,0
1840,7,4,6,49,12,0,17,5,71.17391304,58.34782609,65.86956522,4.652173913,137.0869565,29.90869565,7.47826087,2019,1,16,1/16/2019,2019-01-16,0
1841,5,3,3,56,10,3,8,1,70.91666667,40.5,35.70833333,13.04166667,75.29166667,29.93625,8.375,2019,1,17,1/17/2019,2019-01-17,0
1842,6,6,4,27,13,0,24,2,69.08333333,40.375,37.45833333,5.458333333,134.2916667,29.92291667,8.0,2019,1,18,1/18/2019,2019-01-18,0
1843,7,8,5,70,9,0,1,3,67.56521739,48.7826087,52.86956522,3.086956522,48.08695652,29.92043478,8.086956522,2019,1,19,1/19/2019,2019-01-19,0
1844,11,13,2,92,6,0,34,1,68.125,51.04166667,54.70833333,5.833333333,118.2916667,29.90708333,9.25,2019,1,20,1/20/2019,2019-01-20,0
1845,4,5,0,67,11,0,31,0,63.43478261,56.2173913,78.04347826,7.086956522,51.04347826,29.85434783,11.95652174,2019,1,21,1/21/2019,2019-01-21,0
1846,7,7,1,75,13,1,7,0,62.125,41.79166667,57.5,2.166666667,92.0,29.86208333,11.70833333,2019,1,22,1/22/2019,2019-01-22,0
1847,3,8,7,58,4,0,23,2,61.41666667,40.08333333,49.04166667,7.958333333,53.66666667,29.9575,3.083333333,2019,1,23,1/23/2019,2019-01-23,0
1848,4,4,6,47,7,4,2,3,61.75,41.29166667,50.58333333,9.125,62.125,28.81208333,5.208333333,2019,1,24,1/24/2019,2019-01-24,0
1849,2,8,4,32,11,2,11,1,62.30434783,44.30434783,53.30434783,4.260869565,87.30434783,30.05826087,7.695652174,2019,1,25,1/25/2019,2019-01-25,0
1850,7,7,2,98,11,1,13,1,65.86956522,47.7826087,55.08695652,3.956521739,73.43478261,30.09347826,7.652173913,2019,1,26,1/26/2019,2019-01-26,0
1851,10,12,2,99,12,1,6,2,66.5,38.875,38.66666667,7.958333333,54.66666667,30.135,4.916666667,2019,1,27,1/27/2019,2019-01-27,0
1852,9,7,3,45,11,0,28,3,64.83333333,40.04166667,43.0,4.791666667,83.58333333,30.13875,6.75,2019,1,28,1/28/2019,2019-01-28,0
1853,5,2,3,32,8,2,15,0,65.0,40.68181818,44.72727273,4.590909091,86.13636364,30.07,4.863636364,2019,1,29,1/29/2019,2019-01-29,0
1854,6,5,2,41,8,0,11,1,69.2173913,54.17391304,59.34782609,6.695652174,145.8695652,29.94652174,6.130434783,2019,1,30,1/30/2019,2019-01-30,0
1855,1,11,2,62,8,1,20,2,66.5,51.54166667,61.54166667,9.833333333,88.25,29.92958333,7.541666667,2019,1,31,1/31/2019,2019-01-31,0
1856,11,1,8,39,9,0,7,3,59.91666667,44.91666667,56.16666667,11.41666667,52.83333333,30.04875,5.333333333,2019,2,1,2/1/2019,2019-02-01,0
1857,13,10,6,65,8,1,45,0,61.375,41.08333333,46.375,12.16666667,43.45833333,30.04125,2.333333333,2019,2,2,2/2/2019,2019-02-02,0
1858,6,10,5,47,10,1,5,4,65.41666667,42.5,45.5,10.91666667,39.66666667,30.035,3.875,2019,2,3,2/3/2019,2019-02-03,0
1859,6,6,3,47,5,1,12,2,67.125,40.91666667,41.125,8.75,61.20833333,30.0175,3.625,2019,2,4,2/4/2019,2019-02-04,0
1860,5,9,3,33,2,0,1,4,69.57142857,49.9047619,52.0,6.619047619,166.1904762,29.96,4.0,2019,2,5,2/5/2019,2019-02-05,1
1861,6,3,2,29,4,0,4,1,68.95833333,33.625,32.08333333,13.125,281.5,29.88333333,5.541666667,2019,2,6,2/6/2019,2019-02-06,0
1862,2,5,4,43,11,0,22,1,62.41666667,21.04166667,21.125,14.875,289.0,29.88958333,11.25,2019,2,7,2/7/2019,2019-02-07,0
1863,2,5,6,46,9,3,12,4,65.95652174,19.52173913,19.47826087,9.565217391,191.9565217,29.96043478,5.739130435,2019,2,8,2/8/2019,2019-02-08,0
1864,7,6,5,51,10,0,11,1,64.13043478,29.0,28.47826087,7.52173913,86.34782609,30.0673913,2.217391304,2019,2,9,2/9/2019,2019-02-09,0
1865,2,5,3,43,9,0,0,1,64.33333333,40.875,44.66666667,3.333333333,105.1666667,28.77208333,3.916666667,2019,2,10,2/10/2019,2019-02-10,0
1866,8,7,6,30,10,0,5,3,68.33333333,37.41666667,39.70833333,9.208333333,40.54166667,30.005,2.541666667,2019,2,11,2/11/2019,2019-02-11,0
1867,6,3,0,35,8,0,6,0,70.95833333,33.58333333,26.41666667,18.54166667,41.45833333,29.97,6.75,2019,2,12,2/12/2019,2019-02-12,0
1868,4,3,1,27,16,0,8,2,71.20833333,40.83333333,34.83333333,12.375,139.0,29.9525,4.333333333,2019,2,13,2/13/2019,2019-02-13,0
1869,2,5,3,54,9,0,7,3,68.58333333,54.70833333,62.375,5.458333333,127.625,29.92166667,8.125,2019,2,14,2/14/2019,2019-02-14,0
1870,5,5,12,52,16,0,3,2,69.41666667,42.20833333,43.91666667,5.083333333,89.29166667,29.9425,4.666666667,2019,2,15,2/15/2019,2019-02-15,0
1871,4,5,4,35,6,0,1,2,68.39130435,38.34782609,37.86956522,5.217391304,83.39130435,29.9773913,2.217391304,2019,2,16,2/16/2019,2019-02-16,0
1872,2,4,4,15,11,0,0,3,70.375,50.08333333,49.91666667,6.291666667,176.5,29.89416667,4.666666667,2019,2,17,2/17/2019,2019-02-17,0
1873,3,1,3,27,7,0,10,0,73.56521739,61.65217391,67.2173913,11.7826087,261.3478261,29.77086957,5.347826087,2019,2,18,2/18/2019,2019-02-18,0
1874,3,3,2,27,15,2,6,3,75.0,63.39130435,69.7826087,8.130434783,218.3478261,29.7826087,7.217391304,2019,2,19,2/19/2019,2019-02-19,0
1875,2,4,3,30,14,0,7,3,73.5,62.65,69.25,9.55,161.1,29.8605,7.25,2019,2,20,2/20/2019,2019-02-20,0
1876,1,4,2,45,15,1,5,2,72.625,56.33333333,59.75,7.25,136.125,29.95375,4.041666667,2019,2,21,2/21/2019,2019-02-21,0
1877,2,1,1,16,5,0,1,2,69.125,47.29166667,48.91666667,4.583333333,100.5,29.995,2.75,2019,2,22,2/22/2019,2019-02-22,0
1878,4,2,3,38,13,0,0,1,71.375,45.75,41.75,8.541666667,130.5,29.94,5.166666667,2019,2,23,2/23/2019,2019-02-23,0
1879,4,4,1,19,2,0,2,2,75.13043478,46.43478261,40.82608696,7.782608696,261.3478261,29.83173913,4.043478261,2019,2,24,2/24/2019,2019-02-24,0
1880,5,1,3,25,4,2,2,3,73.95238095,57.23809524,58.33333333,6.047619048,157.6666667,29.77428571,5.285714286,2019,2,25,2/25/2019,2019-02-25,0
1881,2,3,5,27,8,0,3,3,73.79166667,55.625,57.16666667,6.333333333,146.3333333,29.715,4.333333333,2019,2,26,2/26/2019,2019-02-26,0
1882,4,0,1,12,8,0,1,7,69.91304348,43.04347826,40.34782609,7.086956522,101.8695652,29.80173913,1.913043478,2019,2,27,2/27/2019,2019-02-27,0
1883,0,1,2,20,2,0,16,0,72.0,47.66666667,45.5,4.833333333,122.0833333,29.88,4.0,2019,2,28,2/28/2019,2019-02-28,0
1884,1,3,2,22,12,0,6,2,73.04166667,46.08333333,42.5,2.75,98.58333333,29.8175,7.5,2019,3,1,3/1/2019,2019-03-01,0
1885,3,1,4,46,9,3,0,5,67.9047619,54.04761905,62.0,11.42857143,88.04761905,29.73285714,6.476190476,2019,3,2,3/2/2019,2019-03-02,0
1886,8,3,1,20,5,0,10,0,66.04166667,51.20833333,60.625,10.625,54.5,29.81625,3.083333333,2019,3,3,3/3/2019,2019-03-03,0
1887,4,2,7,40,3,0,5,2,68.30434783,52.17391304,58.26086957,6.695652174,116.6956522,29.82826087,5.782608696,2019,3,4,3/4/2019,2019-03-04,0
1888,1,2,0,16,7,3,6,5,71.47826087,58.17391304,65.39130435,5.782608696,173.173913,29.80869565,8.608695652,2019,3,5,3/5/2019,2019-03-05,0
1889,0,1,0,31,17,1,5,3,73.125,57.125,59.83333333,7.708333333,234.5,29.825,5.625,2019,3,6,3/6/2019,2019-03-06,0
1890,7,2,4,10,24,0,0,4,72.70833333,56.20833333,58.58333333,6.5,213.9583333,29.79,4.75,2019,3,7,3/7/2019,2019-03-07,0
1891,2,3,0,33,4,1,0,4,74.04166667,54.25,53.54166667,6.541666667,162.3333333,29.85791667,2.0,2019,3,8,3/8/2019,2019-03-08,0
1892,6,0,3,42,6,0,6,5,73.65217391,51.91304348,48.69565217,5.391304348,111.7391304,29.91130435,4.391304348,2019,3,9,3/9/2019,2019-03-09,0
1893,6,2,5,51,5,0,3,9,72.08333333,52.0,49.33333333,6.875,130.5,29.82875,3.416666667,2019,3,10,3/10/2019,2019-03-10,0
1894,14,3,2,26,10,3,11,3,74.79166667,43.75,36.91666667,9.5,258.0416667,29.86625,2.75,2019,3,11,3/11/2019,2019-03-11,0
1895,4,3,1,32,12,0,7,2,73.08333333,45.625,39.95833333,6.25,125.0,29.93375,4.791666667,2019,3,12,3/12/2019,2019-03-12,0
1896,2,4,6,22,10,0,8,4,72.08695652,50.43478261,47.52173913,5.347826087,128.2608696,29.92826087,5.47826087,2019,3,13,3/13/2019,2019-03-13,0
1897,4,5,0,47,12,1,27,6,72.0,46.91666667,43.5,5.5,182.9583333,29.97625,1.875,2019,3,14,3/14/2019,2019-03-14,0
1898,2,1,3,37,7,1,20,4,73.73913043,44.26086957,40.26086957,8.391304348,92.17391304,30.00347826,4.260869565,2019,3,15,3/15/2019,2019-03-15,0
1899,8,0,5,29,9,0,5,7,77.20833333,38.95833333,28.29166667,8.5,127.7083333,29.93625,2.291666667,2019,3,16,3/16/2019,2019-03-16,0
1900,6,3,2,55,6,0,10,5,77.43478261,41.43478261,30.34782609,5.391304348,151.826087,29.89782609,2.826086957,2019,3,17,3/17/2019,2019-03-17,0
1901,2,0,2,23,11,0,1,9,77.66666667,38.91666667,23.875,5.583333333,145.5,29.86958333,3.041666667,2019,3,18,3/18/2019,2019-03-18,0
1902,8,2,1,24,10,1,2,5,77.2173913,58.86956522,55.26086957,12.95652174,244.6521739,29.76565217,3.173913043,2019,3,19,3/19/2019,2019-03-19,0
1903,5,2,2,29,8,0,19,5,76.08333333,60.75,59.45833333,8.208333333,241.125,29.75125,2.583333333,2019,3,20,3/20/2019,2019-03-20,0
1904,2,1,0,19,13,0,6,5,78.41666667,59.33333333,56.45833333,7.625,215.7916667,29.83916667,3.166666667,2019,3,21,3/21/2019,2019-03-21,0
1905,5,6,1,41,13,0,29,6,78.29166667,56.5,50.58333333,4.916666667,173.625,29.8975,3.291666667,2019,3,22,3/22/2019,2019-03-22,0
1906,6,2,4,16,7,0,1,5,79.83333333,57.125,47.79166667,8.458333333,258.0416667,29.86458333,2.291666667,2019,3,23,3/23/2019,2019-03-23,1
1907,6,2,3,43,6,1,16,10,82.0,59.20833333,47.95833333,5.041666667,160.4166667,29.84958333,4.458333333,2019,3,24,3/24/2019,2019-03-24,0
1908,4,4,4,27,11,1,6,6,81.65217391,53.04347826,39.39130435,4.434782609,137.1304348,29.85434783,3.130434783,2019,3,25,3/25/2019,2019-03-25,0
1909,4,5,3,36,11,0,19,9,81.91666667,50.83333333,35.04166667,4.875,138.0,29.88416667,2.291666667,2019,3,26,3/26/2019,2019-03-26,0
1910,5,5,1,18,9,1,0,7,83.33333333,52.71428571,39.14285714,9.904761905,266.8571429,29.87904762,3.476190476,2019,3,27,3/27/2019,2019-03-27,0
1911,1,6,1,14,6,0,7,1,83.0,60.91666667,48.95833333,8.958333333,254.1666667,29.82,2.458333333,2019,3,28,3/28/2019,2019-03-28,0
1912,3,4,4,19,8,0,16,9,85.91304348,56.73913043,43.7826087,9.652173913,236.8695652,29.75,4.260869565,2019,3,29,3/29/2019,2019-03-29,0
1913,4,8,1,17,11,1,0,4,87.04347826,47.47826087,29.39130435,4.695652174,147.7826087,29.73695652,4.043478261,2019,3,30,3/30/2019,2019-03-30,0
1914,7,4,1,26,8,1,5,9,85.79166667,50.0,32.25,6.708333333,192.375,29.76,4.208333333,2019,3,31,3/31/2019,2019-03-31,0
1915,2,0,3,34,11,0,5,4,85.57142857,56.28571429,40.66666667,7.142857143,223.047619,29.75571429,3.333333333,2019,4,1,4/1/2019,2019-04-01,0
1916,7,1,2,24,7,0,10,7,83.04347826,67.82608696,61.60869565,6.304347826,189.9130435,29.73043478,1.695652174,2019,4,2,4/2/2019,2019-04-02,0
1917,5,5,1,18,12,0,4,9,80.625,66.125,60.91666667,6.208333333,199.9166667,29.7125,4.5,2019,4,3,4/3/2019,2019-04-03,0
1918,3,1,8,31,8,1,1,12,84.40909091,63.90909091,53.40909091,6.590909091,193.5909091,29.72136364,4.909090909,2019,4,4,4/4/2019,2019-04-04,0
